"","species_group","sample","species.x","NoOut","Section_Vlook","Section_edit","Subsp.","samp_prefix","Maid_rl2s","tag","date","parsed_date","latitude","longitude","jit_latitude","jit_longitude","elevation.x","datum","location","region","collectors","samplename","population","seed","notes","group","nearest_neighbor_distance","elevation.y","wc2.1_30s_bio_1","wc2.1_30s_bio_10","wc2.1_30s_bio_11","wc2.1_30s_bio_12","wc2.1_30s_bio_13","wc2.1_30s_bio_14","wc2.1_30s_bio_15","wc2.1_30s_bio_16","wc2.1_30s_bio_17","wc2.1_30s_bio_18","wc2.1_30s_bio_19","wc2.1_30s_bio_2","wc2.1_30s_bio_3","wc2.1_30s_bio_4","wc2.1_30s_bio_5","wc2.1_30s_bio_6","wc2.1_30s_bio_7","wc2.1_30s_bio_8","wc2.1_30s_bio_9","species.y","spp_loc","spp_reg","Putative","spp.cross","putative.spp_loc","dsuite_loc_putative","dsuite_loc","dsuite_reg","dsuite_tree","dsuite_loc_num","RM_nonlarge_samp"
"97","Eucalyptus dalrympleana_58","DDA100c","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA100c","novaseq_DDA100c","6/08/2019 0:00","6/08/2019 10:00",-30.48669444,151.7590194,-33.35955697,148.9733002,1013,"","'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.","NET","D.D. Andrew","NE 109152",NA,NA,"Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.",58,0.294061138,837,10.51666641,16.79999924,4.233333111,1059,116,60,20.17443275,330,200,257,311,8.866666794,39.40740585,509.3415222,23,0.5,22.5,4.949999809,14.46666718,"dalrympleana","dalrym_KRA","dalrym_NT","dalrympleana","dalrympleana","dalrym_KRA","dalrym_KRA","dalrym_KRA","dalrym_NT","dalrym_NT_26","dal_KRA_26","dalrym_KRA"
"98","Eucalyptus dalrympleana_59","DDA122","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA122","novaseq_DDA122","3/11/2019 0:00","3/11/2019 11:00",-33.35955556,148.9733056,-33.35955556,148.9733056,NA,"","c. 350m west from Mt Towac track, Mt Canobolas.","CT","D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl","NE 109670",NA,NA,"",59,0.495392307,1186,10.51666641,16.79999924,4.233333111,1059,116,60,20.17443275,330,200,257,311,8.866666794,39.40740585,509.3415222,23,0.5,22.5,4.949999809,14.46666718,"dalrympleana","dalrym_CAN2","dalrym_ORA","canobolensis","canobolensis","dalrym_CAN2","dalrym_CAN2","dalrym_CAN2","dalrym_ORA","dalrym_ORA_49","dal_CAN2_49","dalrym_CAN2"
"99","Eucalyptus dalrympleana_61","DDA100g","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA100g","novaseq_DDA100g","6/08/2019 0:00","6/08/2019 10:00",-30.48669444,151.7590194,-33.35955432,148.9733003,1013,"","'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.","NET","D.D. Andrew","NE 109152",NA,NA,"Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.",61,0.294061138,862,10.51666641,16.79999924,4.233333111,1059,116,60,20.17443275,330,200,257,311,8.866666794,39.40740585,509.3415222,23,0.5,22.5,4.949999809,14.46666718,"dalrympleana","dalrym_KRA","dalrym_NT","dalrympleana","dalrympleana","dalrym_KRA","dalrym_KRA","dalrym_KRA","dalrym_NT","dalrym_NT_29","dal_KRA_29","dalrym_KRA"
"100","Eucalyptus dalrympleana_63","DDA100d","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA100d","novaseq_DDA100d","6/08/2019 0:00","6/08/2019 10:00",-30.48669444,151.7590194,-33.35954764,148.9733157,1013,"","'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.","NET","D.D. Andrew","NE 109152",NA,NA,"Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.",63,1.286572443,857,10.51666641,16.79999924,4.233333111,1059,116,60,20.17443275,330,200,257,311,8.866666794,39.40740585,509.3415222,23,0.5,22.5,4.949999809,14.46666718,"dalrympleana","dalrym_KRA","dalrym_NT","dalrympleana","dalrympleana","dalrym_KRA","dalrym_KRA","dalrym_KRA","dalrym_NT","dalrym_NT_27","dal_KRA_27","dalrym_KRA"
"101","Eucalyptus dalrympleana_64","DDA117","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA117","novaseq_DDA117","3/11/2019 0:00","3/11/2019 11:00",-33.35625,148.9599722,-33.35625,148.9599722,NA,"","Gum ridge trail, Mt Canobolas.","CT","D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew","NE 109667",NA,NA,"a - n.",64,0.746923402,858,10.70833302,16.98333359,4.400000095,1041,114,59,19.9237709,323,198,253,305,8.716666222,38.91368866,509.6916809,23.10000038,0.699999988,22.39999962,5.150000095,14.64999962,"dalrympleana","dalrym_CAN1","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN1","dalrym_CAN1","dalrym_CAN1","dalrym_ORA","dalrym_ORA_36","dal_CAN1_36","dalrym_CAN1"
"102","Eucalyptus dalrympleana_65","DDA146e","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA146e","novaseq_DDA146e","5/11/2019 0:00","5/11/2019 11:00",-33.38272222,149.04375,-33.35624947,148.9599802,NA,"","Kearl road, near to Flyers creek.","CT","D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd","NE 109694",NA,NA,"",65,0.746923402,1118,10.70833302,16.98333359,4.400000095,1041,114,59,19.9237709,323,198,253,305,8.716666222,38.91368866,509.6916809,23.10000038,0.699999988,22.39999962,5.150000095,14.64999962,"dalrympleana","dalrym_SPR","dalrym_ORA","dalrympleana","dalrympleana","dalrym_SPR","dalrym_SPR","dalrym_SPR","dalrym_ORA","dalrym_ORA_156","dal_SPR_156","dalrym_SPR"
"103","Eucalyptus dalrympleana_71","DDA148a","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA148a","novaseq_DDA148a","5/11/2019 0:00","5/11/2019 11:00",-33.32847222,149.0833361,-33.35497419,148.9598121,NA,"","Gosling creek reserve, Orange.","CT","D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl","NE 109696",NA,NA,"",71,0.643247154,916,10.70833302,16.98333359,4.400000095,1041,114,59,19.9237709,323,198,253,305,8.716666222,38.91368866,509.6916809,23.10000038,0.699999988,22.39999962,5.150000095,14.64999962,"dalrympleana","dalrym_GOS","dalrym_ORA","hybrid","viminalis X dalrympleana","vimina_GOS","vimina_GOS","dalrym_GOS","dalrym_ORA","dalrym_ORA_164","dal_GOS_164","dalrym_GOS"
"104","Eucalyptus dalrympleana_76","DDA42a","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA42a","novaseq_DDA42a","6/12/2018 0:00","6/12/2018 11:00",-30.14402778,151.5859167,-33.34948021,148.9779816,1226,"WGS84","Guyra road TSR,  c. 11.7km North-West of Guyra,  Wandsworth 2365.","NET","D.D. Andrew J.J. Bruhl, R.L. Andrew, T.H.T. Phillips","NE 107962",NA,NA,"Mid gentle slope. Dark brown clay loam on metasediment. Eucalyptus blakelyi, E. caliginosa, E. dalrympleana subsp. heptantha grassy woodland with Acacia dealbata, Exocarpos cupressiformis, Callitris sp., Poa sieberiana, Themeda australis. Tree to 16m. Bifurcated; DBH 0.43m, 0.75m.",76,0.141043782,867,10.28750038,16.60000038,3.966666698,1085,119,62,19.94508171,337,206,262,318,9.158332825,39.99272156,512.3081665,23,0.100000001,22.89999962,4.700000286,14.25,"dalrympleana","dalrym_WAN","dalrym_NT","dalrympleana","dalrympleana","dalrym_WAN","dalrym_WAN","dalrym_WAN","dalrym_NT","dalrym_NT_176","dal_WAN_176","dalrym_WAN"
"105","Eucalyptus dalrympleana_77","DDA42d","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA42d","novaseq_DDA42d","6/12/2018 0:00","6/12/2018 11:00",-30.14402778,151.5859167,-33.34947913,148.9779769,1226,"WGS84","Guyra road TSR,  c. 11.7km North-West of Guyra,  Wandsworth 2365.","NET","D.D. Andrew J.J. Bruhl, R.L. Andrew, T.H.T. Phillips","NE 107962",NA,NA,"Mid gentle slope. Dark brown clay loam on metasediment. Eucalyptus blakelyi, E. caliginosa, E. dalrympleana subsp. heptantha grassy woodland with Acacia dealbata, Exocarpos cupressiformis, Callitris sp., Poa sieberiana, Themeda australis. Tree to 16m. Bifurcated; DBH 0.43m, 0.75m.",77,0.22925605,858,10.28750038,16.60000038,3.966666698,1085,119,62,19.94508171,337,206,262,318,9.158332825,39.99272156,512.3081665,23,0.100000001,22.89999962,4.700000286,14.25,"dalrympleana","dalrym_WAN","dalrym_NT","dalrympleana","dalrympleana","dalrym_WAN","dalrym_WAN","dalrym_WAN","dalrym_NT","dalrym_NT_179","dal_WAN_179","dalrym_WAN"
"106","Eucalyptus dalrympleana_78","DDA117d","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA117d","novaseq_DDA117d","3/11/2019 0:00","3/11/2019 11:00",-33.35625,148.9599722,-33.34947913,148.9779824,NA,"","Gum ridge trail, Mt Canobolas.","CT","D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew","NE 109667",NA,NA,"a - n.",78,0.141043782,858,10.28750038,16.60000038,3.966666698,1085,119,62,19.94508171,337,206,262,318,9.158332825,39.99272156,512.3081665,23,0.100000001,22.89999962,4.700000286,14.25,"dalrympleana","dalrym_CAN1","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN1","dalrym_CAN1","dalrym_CAN1","dalrym_ORA","dalrym_ORA_38","dal_CAN1_38","dalrym_CAN1"
"107","Eucalyptus dalrympleana_79","DDA124","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA124","novaseq_DDA124","3/11/2019 0:00","3/11/2019 11:00",-33.34947222,148.9779722,-33.34947222,148.9779722,NA,"","Federal falls day use area, Mt Canobolas.","CT","D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew","NE 109672",NA,NA,"",79,0.83977721,1186,10.28750038,16.60000038,3.966666698,1085,119,62,19.94508171,337,206,262,318,9.158332825,39.99272156,512.3081665,23,0.100000001,22.89999962,4.700000286,14.25,"dalrympleana","dalrym_CAN3","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN3","dalrym_CAN3","dalrym_CAN3","dalrym_ORA","dalrym_ORA_61","dal_CAN3_61","dalrym_CAN3"
"108","Eucalyptus dalrympleana_80","DDA42e","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA42e","novaseq_DDA42e","6/12/2018 0:00","6/12/2018 11:00",-30.14402778,151.5859167,-33.34947105,148.9768977,1226,"WGS84","Guyra road TSR,  c. 11.7km North-West of Guyra,  Wandsworth 2365.","NET","D.D. Andrew J.J. Bruhl, R.L. Andrew, T.H.T. Phillips","NE 107962",NA,NA,"Mid gentle slope. Dark brown clay loam on metasediment. Eucalyptus blakelyi, E. caliginosa, E. dalrympleana subsp. heptantha grassy woodland with Acacia dealbata, Exocarpos cupressiformis, Callitris sp., Poa sieberiana, Themeda australis. Tree to 16m. Bifurcated; DBH 0.43m, 0.75m.",80,46.08956146,955,10.28750038,16.60000038,3.966666698,1085,119,62,19.94508171,337,206,262,318,9.158332825,39.99272156,512.3081665,23,0.100000001,22.89999962,4.700000286,14.25,"dalrympleana","dalrym_WAN","dalrym_NT","hybrid","dalrympleana X barbigerorum","dalrym_X_WAN","dalrym_X_WAN","dalrym_WAN","dalrym_NT","dalrym_NT_180","dal_WAN_180","dalrym_WAN"
"109","Eucalyptus dalrympleana_81","DDA117f","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA117f","novaseq_DDA117f","3/11/2019 0:00","3/11/2019 11:00",-33.35625,148.9599722,-33.34947105,148.9779619,NA,"","Gum ridge trail, Mt Canobolas.","CT","D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew","NE 109667",NA,NA,"a - n.",81,0.130547338,858,10.28750038,16.60000038,3.966666698,1085,119,62,19.94508171,337,206,262,318,9.158332825,39.99272156,512.3081665,23,0.100000001,22.89999962,4.700000286,14.25,"dalrympleana","dalrym_CAN1","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN1","dalrym_CAN1","dalrym_CAN1","dalrym_ORA","dalrym_ORA_39","dal_CAN1_39","dalrym_CAN1"
"110","Eucalyptus dalrympleana_82","DDA117a","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA117a","novaseq_DDA117a","3/11/2019 0:00","3/11/2019 11:00",-33.35625,148.9599722,-33.34947098,148.9779633,NA,"","Gum ridge trail, Mt Canobolas.","CT","D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew","NE 109667",NA,NA,"a - n.",82,0.130547338,858,10.28750038,16.60000038,3.966666698,1085,119,62,19.94508171,337,206,262,318,9.158332825,39.99272156,512.3081665,23,0.100000001,22.89999962,4.700000286,14.25,"dalrympleana","dalrym_CAN1","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN1","dalrym_CAN1","dalrym_CAN1","dalrym_ORA","dalrym_ORA_37","dal_CAN1_37","dalrym_CAN1"
"111","Eucalyptus dalrympleana_83","DDA42c","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA42c","novaseq_DDA42c","6/12/2018 0:00","6/12/2018 11:00",-30.14402778,151.5859167,-33.34947098,148.9779816,1226,"WGS84","Guyra road TSR,  c. 11.7km North-West of Guyra,  Wandsworth 2365.","NET","D.D. Andrew J.J. Bruhl, R.L. Andrew, T.H.T. Phillips","NE 107962",NA,NA,"Mid gentle slope. Dark brown clay loam on metasediment. Eucalyptus blakelyi, E. caliginosa, E. dalrympleana subsp. heptantha grassy woodland with Acacia dealbata, Exocarpos cupressiformis, Callitris sp., Poa sieberiana, Themeda australis. Tree to 16m. Bifurcated; DBH 0.43m, 0.75m.",83,0.885723162,858,10.28750038,16.60000038,3.966666698,1085,119,62,19.94508171,337,206,262,318,9.158332825,39.99272156,512.3081665,23,0.100000001,22.89999962,4.700000286,14.25,"dalrympleana","dalrym_WAN","dalrym_NT","dalrympleana","dalrympleana","dalrym_WAN","dalrym_WAN","dalrym_WAN","dalrym_NT","dalrym_NT_178","dal_WAN_178","dalrym_WAN"
"112","Eucalyptus dalrympleana_84","DDA42b","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA42b","novaseq_DDA42b","6/12/2018 0:00","6/12/2018 11:00",-30.14402778,151.5859167,-33.34946442,148.9779635,1226,"WGS84","Guyra road TSR,  c. 11.7km North-West of Guyra,  Wandsworth 2365.","NET","D.D. Andrew J.J. Bruhl, R.L. Andrew, T.H.T. Phillips","NE 107962",NA,NA,"Mid gentle slope. Dark brown clay loam on metasediment. Eucalyptus blakelyi, E. caliginosa, E. dalrympleana subsp. heptantha grassy woodland with Acacia dealbata, Exocarpos cupressiformis, Callitris sp., Poa sieberiana, Themeda australis. Tree to 16m. Bifurcated; DBH 0.43m, 0.75m.",84,0.727812274,858,10.28750038,16.60000038,3.966666698,1085,119,62,19.94508171,337,206,262,318,9.158332825,39.99272156,512.3081665,23,0.100000001,22.89999962,4.700000286,14.25,"dalrympleana","dalrym_WAN","dalrym_NT","dalrympleana","dalrympleana","dalrym_WAN","dalrym_WAN","dalrym_WAN","dalrym_NT","dalrym_NT_177","dal_WAN_177","dalrym_WAN"
"113","Eucalyptus dalrympleana_86","DDA117g","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA117g","novaseq_DDA117g","3/11/2019 0:00","3/11/2019 11:00",-33.35625,148.9599722,-33.34905483,148.9768938,NA,"","Gum ridge trail, Mt Canobolas.","CT","D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew","NE 109667",NA,NA,"a - n.",86,0.30298541,226,10.28750038,16.60000038,3.966666698,1085,119,62,19.94508171,337,206,262,318,9.158332825,39.99272156,512.3081665,23,0.100000001,22.89999962,4.700000286,14.25,"dalrympleana","dalrym_CAN1","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN1","dalrym_CAN1","dalrym_CAN1","dalrym_ORA","dalrym_ORA_40","dal_CAN1_40","dalrym_CAN1"
"114","Eucalyptus dalrympleana_90","DDA117j","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA117j","novaseq_DDA117j","3/11/2019 0:00","3/11/2019 11:00",-33.35625,148.9599722,-33.34904978,148.9768879,NA,"","Gum ridge trail, Mt Canobolas.","CT","D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew","NE 109667",NA,NA,"a - n.",90,0.284449332,858,10.28750038,16.60000038,3.966666698,1085,119,62,19.94508171,337,206,262,318,9.158332825,39.99272156,512.3081665,23,0.100000001,22.89999962,4.700000286,14.25,"dalrympleana","dalrym_CAN1","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN1","dalrym_CAN1","dalrym_CAN1","dalrym_ORA","dalrym_ORA_41","dal_CAN1_41","dalrym_CAN1"
"115","Eucalyptus dalrympleana_94","DDA122a","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA122a","novaseq_DDA122a","3/11/2019 0:00","3/11/2019 11:00",-33.35955556,148.9733056,-33.34218844,149.0155909,NA,"","c. 350m west from Mt Towac track, Mt Canobolas.","CT","D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl","NE 109670",NA,NA,"",94,0.971279417,1186,11.41250038,17.75,5.049999714,989,107,56,19.2383461,301,191,249,285,9.925000191,41.87763977,513.5488281,24.39999962,0.699999988,23.69999886,5.883333206,15.3166666,"dalrympleana","dalrym_CAN2","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN2","dalrym_CAN2","dalrym_CAN2","dalrym_ORA","dalrym_ORA_50","dal_CAN2_50","dalrym_CAN2"
"116","Eucalyptus dalrympleana_95","DDA127","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA127","novaseq_DDA127","4/11/2019 0:00","4/11/2019 11:00",-33.34216667,149.01675,-33.34216667,149.01675,NA,"","Day use area, corner of Mt Canobolas road and Lake Canobolas road.","CT","D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl","NE 109675",NA,NA,"",95,18.06251263,867,11.45416641,17.81666565,5.066666603,986,107,56,19.31234741,300,191,249,284,10.10833359,42.11805344,516.0182495,24.60000038,0.600000024,24,5.900000095,15.38333321,"dalrympleana","dalrym_CAN4","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN4","dalrym_CAN4","dalrym_CAN4","dalrym_ORA","dalrym_ORA_80","dal_CAN4_80","dalrym_CAN4"
"117","Eucalyptus dalrympleana_96","DDA122c","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA122c","novaseq_DDA122c","3/11/2019 0:00","3/11/2019 11:00",-33.35955556,148.9733056,-33.34209106,149.0169222,NA,"","c. 350m west from Mt Towac track, Mt Canobolas.","CT","D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl","NE 109670",NA,NA,"",96,0.731120835,1186,11.45416641,17.81666565,5.066666603,986,107,56,19.31234741,300,191,249,284,10.10833359,42.11805344,516.0182495,24.60000038,0.600000024,24,5.900000095,15.38333321,"dalrympleana","dalrym_CAN2","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN2","dalrym_CAN2","dalrym_CAN2","dalrym_ORA","dalrym_ORA_52","dal_CAN2_52","dalrym_CAN2"
"118","Eucalyptus dalrympleana_97","DDA122b","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA122b","novaseq_DDA122b","3/11/2019 0:00","3/11/2019 11:00",-33.35955556,148.9733056,-33.34208504,149.016919,NA,"","c. 350m west from Mt Towac track, Mt Canobolas.","CT","D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl","NE 109670",NA,NA,"",97,0.286028858,1186,11.45416641,17.81666565,5.066666603,986,107,56,19.31234741,300,191,249,284,10.10833359,42.11805344,516.0182495,24.60000038,0.600000024,24,5.900000095,15.38333321,"dalrympleana","dalrym_CAN2","dalrym_ORA","canobolensis","canobolensis","dalrym_CAN2","dalrym_CAN2","dalrym_CAN2","dalrym_ORA","dalrym_ORA_51","dal_CAN2_51","dalrym_CAN2"
"119","Eucalyptus dalrympleana_98","DDA128","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA128","novaseq_DDA128","4/11/2019 0:00","4/11/2019 11:00",-33.34208333,149.0169167,-33.34208333,149.0169167,NA,"","Day use area, corner of Mt Canobolas road and Lake Canobolas road.","CT","D.D. Andrew J.J. Bruhl, R.L. Andrew, R.W. Medd","NE 109676",NA,NA,"",98,0.286028858,858,11.45416641,17.81666565,5.066666603,986,107,56,19.31234741,300,191,249,284,10.10833359,42.11805344,516.0182495,24.60000038,0.600000024,24,5.900000095,15.38333321,"dalrympleana","dalrym_CAN4","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN4","dalrym_CAN4","dalrym_CAN4","dalrym_ORA","dalrym_ORA_81","dal_CAN4_81","dalrym_CAN4"
"120","Eucalyptus dunnii_206","CCA1680","Eucalyptus dunnii","xxx","Maidenaria","Maidenaria","","","CCA1680","CCA1680","","",-28.39111111,152.3077778,-28.39111111,152.3077778,579,"WGS84","Near Legume, NSW","","Dean Nicolle","",NA,NA,"elevation computed from api.geonames.org/astergdem",206,60822.16134,1099,16.60000038,21.73333359,10.65000057,945,121,32,39.6312027,355,124,355,129,12.08333397,49.7256546,448.5886841,28.10000038,3.799999952,24.30000114,21.73333359,11.60000038,"dunnii","Outgroup","Outgroup","dunnii","dunnii","Outgroup","xxx","xxx","xxx","dunn_10","Outgroup_10","xxx"
"121","Eucalyptus globulus_1","CCA3216","Eucalyptus globulus","xxx","Maidenaria","Maidenaria","","","CCA3216","CCA3216","","",-42.75194444,147.8263889,-42.75194444,147.8263889,303,"WGS84","Tas","","Dean Nicolle","",NA,NA,"elevation computed from api.geonames.org/astergdem",1,321928.0983,867,10.91250038,14.53333282,7.233333588,795,80,52,13.45218849,222,172,179,213,8.091666222,50.25880051,295.2050476,19.5,3.400000095,16.10000038,11.89999962,13.5,"globulus","Outgroup","Outgroup","globulus","globulus","Outgroup","xxx","Outgroup","Outgroup","glob_16","Outgroup_16","xxx"
"122","Eucalyptus globulus_4","CCA3130","Eucalyptus globulus","xxx","Maidenaria","Maidenaria","","","CCA3130","CCA3130","","",-38.68861111,143.8363889,-38.68861111,143.8363889,37,"WGS84","South west of Kennett River, Great Ocean Rd, Vic","","Dean Nicolle","",NA,NA,"elevation computed from api.geonames.org/astergdem",4,31348.21389,867,13.8125,17.29999924,10.64999962,831,94,34,28.35385704,273,133,133,273,6.391666412,45.98321152,267.0727234,21.60000038,7.699999809,13.90000057,10.64999962,17.29999924,"globulus","Outgroup","Outgroup","globulus","globulus","Outgroup","xxx","Outgroup","Outgroup","Outgroup","Outgroup_15","xxx"
"123","Eucalyptus globulus_70","CCA3217","Eucalyptus globulus","xxx","Maidenaria","Maidenaria","","","CCA3217","CCA3217","","",-42.75194444,147.8263889,-33.35497996,148.9598059,303,"WGS84","Tas","","Dean Nicolle","",NA,NA,"elevation computed from api.geonames.org/astergdem",70,0.158231223,867,10.70833302,16.98333359,4.400000095,1041,114,59,19.9237709,323,198,253,305,8.716666222,38.91368866,509.6916809,23.10000038,0.699999988,22.39999962,5.150000095,14.64999962,"globulus","Outgroup","Outgroup","globulus","globulus","Outgroup","xxx","Outgroup","Outgroup","glob_17","Outgroup_17","xxx"
"124","Eucalyptus maidenii_14","CCA3092","Eucalyptus maidenii","xxx","Maidenaria","Maidenaria","","","CCA3092","CCA3092","","",-35.5725,149.8097222,-35.5725,149.8097222,679,"WGS84","Between Braidwood and Araluen, NSW","","Dean Nicolle","",NA,NA,"elevation computed from api.geonames.org/astergdem",14,51506.95763,901,12.53333378,17.89999962,6.949999809,781,83,41,18.67275238,236,151,223,177,11.86666679,49.2392807,442.5973816,24.70000076,0.600000024,24.10000038,17.75,7.766666412,"maidenii","Outgroup","Outgroup","maidenii","maidenii","Outgroup","xxx","xxx","xxx","maid_13","Outgroup_13","xxx"
"125","Eucalyptus nicholii_177","CCA0754","Eucalyptus nicholii","xxx","Maidenaria","Maidenaria","","","CCA0754","CCA0754","4/12/1993 0:00","4/12/1993 12:00",-30.53305556,151.8241667,-30.53305556,151.8241667,1025,"WGS84","NSW","","Dean Nicolle","",NA,NA,"Densely crowned tree 7m tall. Bark rough, thick grey-brown. Leaves dull blue-green. Growing with E. mollucanna and DN 652. Dorrigo.; elevation computed from api.geonames.org/astergdem",177,8094.131829,1061,13.45416641,19.20000076,7.200000286,810,122,34,40.04995346,316,118,316,118,12.625,49.31640625,483.7611084,26.29999924,0.699999988,25.59999847,19.20000076,7.200000286,"nicholii","nichol_NSW","nichol_NSW","nicholii","nicholii","nichol_NSW","xxx","nichol_NSW","nichol_NSW","nichol_NSW_4","nic_NSW_4","xxx"
"126","Eucalyptus nitens_7","CCA3107","Eucalyptus nitens","xxx","Maidenaria","Maidenaria","","","CCA3107","CCA3107","","",-35.9875,149.5544444,-35.9875,149.5544444,1182,"WGS84","near Pikes Saddle on western edge of Deua NP, NSW","","Dean Nicolle","",NA,NA,"elevation computed from api.geonames.org/astergdem",7,41682.33117,867,9.354166985,14.69999981,3.800000191,953,105,54,16.67061996,279,189,250,209,10.64166641,46.47016144,442.9162598,21.29999924,-1.600000024,22.89999962,14.6833334,4.449999809,"nitens","Outgroup","Outgroup","nitens","nitens","Outgroup","xxx","xxx","xxx","nite_14","Outgroup_14","xxx"
"127","Eucalyptus nobilis_175","CCA0920","Eucalyptus nobilis","xxx","Maidenaria","Maidenaria","","","CCA0920","CCA0920","","",-31.86111111,150.1663889,-31.86111111,150.1663889,600,"WGS84","NSW","","Dean Nicolle","",NA,NA,"elevation computed from api.geonames.org/astergdem",175,23994.15321,1061,14.77499962,21,8.300000191,764,109,48,26.40280724,257,154,251,154,10.71666622,44.10150909,512.5404663,27.29999924,3,24.29999924,19.85000038,8.300000191,"nobilis","nobili_NSW","nobili_NSW","nobilis","nobilis","nobili_NSW","xxx","nobili_NSW","nobili_NSW","nobili_NSW_6","nob_NSW_6","xxx"
"128","Eucalyptus ovata subsp. ovata_6","CCA3005","Eucalyptus ovata subsp. ovata","xxx","Maidenaria","Maidenaria","","","CCA3005","CCA3005","","",-37.78638889,148.7319444,-37.78638889,148.7319444,25,"WGS84","Between Cabbage Tree Creek and Cape Conran, near Orbost, Victoria","","Dean Nicolle","",NA,NA,"elevation computed from api.geonames.org/astergdem",6,212668.4289,926,14.6833334,18.78333282,10.51666641,989,108,55,16.52795792,297,200,200,274,9.283332825,49.37943268,334.292572,24.39999962,5.599999905,18.79999924,11.28333282,18.78333282,"ovata subsp. ovata","Outgroup","Outgroup","ovata subsp. ovata","ovata subsp. ovata","Outgroup","xxx","xxx","xxx","ovat_11","Outgroup_11","xxx"
